0.0 0.0 0.2 0.4 0.0 0.0 0.4 0.0 0.0 
0.0 0.0 0.2 0.4 0.0 0.2 0.0 0.0 0.2 
0.0 0.0 0.2 0.4 0.0 0.2 0.0 0.2 0.0 
0.0 0.0 0.2 0.4 0.0 0.2 0.2 0.0 0.0 
0.0 0.0 0.2 0.4 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.2 0.4 0.2 0.0 0.0 0.0 0.2 
0.0 0.0 0.2 0.4 0.2 0.0 0.0 0.2 0.0 
0.0 0.0 0.2 0.4 0.2 0.0 0.2 0.0 0.0 
0.0 0.0 0.2 0.4 0.2 0.2 0.0 0.0 0.0 
0.0 0.0 0.2 0.4 0.4 0.0 0.0 0.0 0.0 
0.0 0.0 0.2 0.6000000000000001 0.0 0.0 0.0 0.0 0.2 
0.0 0.0 0.2 0.6000000000000001 0.0 0.0 0.0 0.2 0.0 
0.0 0.0 0.2 0.6000000000000001 0.0 0.0 0.2 0.0 0.0 
0.0 0.0 0.2 0.6000000000000001 0.0 0.2 0.0 0.0 0.0 
0.0 0.0 0.2 0.6000000000000001 0.2 0.0 0.0 0.0 0.0 
0.0 0.0 0.2 0.8 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.6000000000000001 
0.0 0.0 0.4 0.0 0.0 0.0 0.0 0.2 0.4 
0.0 0.0 0.4 0.0 0.0 0.0 0.0 0.4 0.2 
0.0 0.0 0.4 0.0 0.0 0.0 0.0 0.6000000000000001 0.0 
0.0 0.0 0.4 0.0 0.0 0.0 0.2 0.0 0.4 
0.0 0.0 0.4 0.0 0.0 0.0 0.2 0.2 0.2 
0.0 0.0 0.4 0.0 0.0 0.0 0.2 0.4 0.0 
0.0 0.0 0.4 0.0 0.0 0.0 0.4 0.0 0.2 
0.0 0.0 0.4 0.0 0.0 0.0 0.4 0.2 0.0 
0.0 0.0 0.4 0.0 0.0 0.0 0.6000000000000001 0.0 0.0 
0.0 0.0 0.4 0.0 0.0 0.2 0.0 0.0 0.4 
0.0 0.0 0.4 0.0 0.0 0.2 0.0 0.2 0.2 
0.0 0.0 0.4 0.0 0.0 0.2 0.0 0.4 0.0 
0.0 0.0 0.4 0.0 0.0 0.2 0.2 0.0 0.2 
0.0 0.0 0.4 0.0 0.0 0.2 0.2 0.2 0.0 
0.0 0.0 0.4 0.0 0.0 0.2 0.4 0.0 0.0 
0.0 0.0 0.4 0.0 0.0 0.4 0.0 0.0 0.2 
0.0 0.0 0.4 0.0 0.0 0.4 0.0 0.2 0.0 
0.0 0.0 0.4 0.0 0.0 0.4 0.2 0.0 0.0 
0.0 0.0 0.4 0.0 0.0 0.6000000000000001 0.0 0.0 0.0 
0.0 0.0 0.4 0.0 0.2 0.0 0.0 0.0 0.4 
0.0 0.0 0.4 0.0 0.2 0.0 0.0 0.2 0.2 
0.0 0.0 0.4 0.0 0.2 0.0 0.0 0.4 0.0 
0.0 0.0 0.4 0.0 0.2 0.0 0.2 0.0 0.2 
0.0 0.0 0.4 0.0 0.2 0.0 0.2 0.2 0.0 
0.0 0.0 0.4 0.0 0.2 0.0 0.4 0.0 0.0 
0.0 0.0 0.4 0.0 0.2 0.2 0.0 0.0 0.2 
0.0 0.0 0.4 0.0 0.2 0.2 0.0 0.2 0.0 
0.0 0.0 0.4 0.0 0.2 0.2 0.2 0.0 0.0 
0.0 0.0 0.4 0.0 0.2 0.4 0.0 0.0 0.0 
0.0 0.0 0.4 0.0 0.4 0.0 0.0 0.0 0.2 
0.0 0.0 0.4 0.0 0.4 0.0 0.0 0.2 0.0 
0.0 0.0 0.4 0.0 0.4 0.0 0.2 0.0 0.0 
0.0 0.0 0.4 0.0 0.4 0.2 0.0 0.0 0.0 
0.0 0.0 0.4 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 
0.0 0.0 0.4 0.2 0.0 0.0 0.0 0.0 0.4 
0.0 0.0 0.4 0.2 0.0 0.0 0.0 0.2 0.2 
0.0 0.0 0.4 0.2 0.0 0.0 0.0 0.4 0.0 
0.0 0.0 0.4 0.2 0.0 0.0 0.2 0.0 0.2 
0.0 0.0 0.4 0.2 0.0 0.0 0.2 0.2 0.0 
0.0 0.0 0.4 0.2 0.0 0.0 0.4 0.0 0.0 
0.0 0.0 0.4 0.2 0.0 0.2 0.0 0.0 0.2 
0.0 0.0 0.4 0.2 0.0 0.2 0.0 0.2 0.0 
0.0 0.0 0.4 0.2 0.0 0.2 0.2 0.0 0.0 
0.0 0.0 0.4 0.2 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.4 0.2 0.2 0.0 0.0 0.0 0.2 
0.0 0.0 0.4 0.2 0.2 0.0 0.0 0.2 0.0 
0.0 0.0 0.4 0.2 0.2 0.0 0.2 0.0 0.0 
0.0 0.0 0.4 0.2 0.2 0.2 0.0 0.0 0.0 
0.0 0.0 0.4 0.2 0.4 0.0 0.0 0.0 0.0 
0.0 0.0 0.4 0.4 0.0 0.0 0.0 0.0 0.2 
0.0 0.0 0.4 0.4 0.0 0.0 0.0 0.2 0.0 
0.0 0.0 0.4 0.4 0.0 0.0 0.2 0.0 0.0 
0.0 0.0 0.4 0.4 0.0 0.2 0.0 0.0 0.0 
0.0 0.0 0.4 0.4 0.2 0.0 0.0 0.0 0.0 
0.0 0.0 0.4 0.6000000000000001 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 0.0 0.4 
0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 0.2 0.2 
0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 0.4 0.0 
0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.2 0.0 0.2 
0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.2 0.2 0.0 
0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.4 0.0 0.0 
0.0 0.0 0.6000000000000001 0.0 0.0 0.2 0.0 0.0 0.2 
0.0 0.0 0.6000000000000001 0.0 0.0 0.2 0.0 0.2 0.0 
0.0 0.0 0.6000000000000001 0.0 0.0 0.2 0.2 0.0 0.0 
0.0 0.0 0.6000000000000001 0.0 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.6000000000000001 0.0 0.2 0.0 0.0 0.0 0.2 
0.0 0.0 0.6000000000000001 0.0 0.2 0.0 0.0 0.2 0.0 
0.0 0.0 0.6000000000000001 0.0 0.2 0.0 0.2 0.0 0.0 
0.0 0.0 0.6000000000000001 0.0 0.2 0.2 0.0 0.0 0.0 
0.0 0.0 0.6000000000000001 0.0 0.4 0.0 0.0 0.0 0.0 
0.0 0.0 0.6000000000000001 0.2 0.0 0.0 0.0 0.0 0.2 
0.0 0.0 0.6000000000000001 0.2 0.0 0.0 0.0 0.2 0.0 
0.0 0.0 0.6000000000000001 0.2 0.0 0.0 0.2 0.0 0.0 
0.0 0.0 0.6000000000000001 0.2 0.0 0.2 0.0 0.0 0.0 
0.0 0.0 0.6000000000000001 0.2 0.2 0.0 0.0 0.0 0.0 
0.0 0.0 0.6000000000000001 0.4 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.8 0.0 0.0 0.0 0.0 0.0 0.2 
0.0 0.0 0.8 0.0 0.0 0.0 0.0 0.2 0.0 
0.0 0.0 0.8 0.0 0.0 0.0 0.2 0.0 0.0 
0.0 0.0 0.8 0.0 0.0 0.2 0.0 0.0 0.0 
0.0 0.0 0.8 0.0 0.2 0.0 0.0 0.0 0.0 
0.0 0.0 0.8 0.2 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.0 0.8 
0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.2 0.6000000000000001 
0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.4 0.4 
0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.6000000000000001 0.2 
0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.8 0.0 
0.0 0.2 0.0 0.0 0.0 0.0 0.2 0.0 0.6000000000000001 
0.0 0.2 0.0 0.0 0.0 0.0 0.2 0.2 0.4 
0.0 0.2 0.0 0.0 0.0 0.0 0.2 0.4 0.2 
0.0 0.2 0.0 0.0 0.0 0.0 0.2 0.6000000000000001 0.0 
0.0 0.2 0.0 0.0 0.0 0.0 0.4 0.0 0.4 
0.0 0.2 0.0 0.0 0.0 0.0 0.4 0.2 0.2 
0.0 0.2 0.0 0.0 0.0 0.0 0.4 0.4 0.0 
0.0 0.2 0.0 0.0 0.0 0.0 0.6000000000000001 0.0 0.2 
0.0 0.2 0.0 0.0 0.0 0.0 0.6000000000000001 0.2 0.0 
0.0 0.2 0.0 0.0 0.0 0.0 0.8 0.0 0.0 
0.0 0.2 0.0 0.0 0.0 0.2 0.0 0.0 0.6000000000000001 
0.0 0.2 0.0 0.0 0.0 0.2 0.0 0.2 0.4 
0.0 0.2 0.0 0.0 0.0 0.2 0.0 0.4 0.2 
0.0 0.2 0.0 0.0 0.0 0.2 0.0 0.6000000000000001 0.0 
0.0 0.2 0.0 0.0 0.0 0.2 0.2 0.0 0.4 
0.0 0.2 0.0 0.0 0.0 0.2 0.2 0.2 0.2 
0.0 0.2 0.0 0.0 0.0 0.2 0.2 0.4 0.0 
0.0 0.2 0.0 0.0 0.0 0.2 0.4 0.0 0.2 
0.0 0.2 0.0 0.0 0.0 0.2 0.4 0.2 0.0 
0.0 0.2 0.0 0.0 0.0 0.2 0.6000000000000001 0.0 0.0 
0.0 0.2 0.0 0.0 0.0 0.4 0.0 0.0 0.4 
0.0 0.2 0.0 0.0 0.0 0.4 0.0 0.2 0.2 
0.0 0.2 0.0 0.0 0.0 0.4 0.0 0.4 0.0 
0.0 0.2 0.0 0.0 0.0 0.4 0.2 0.0 0.2 
0.0 0.2 0.0 0.0 0.0 0.4 0.2 0.2 0.0 
0.0 0.2 0.0 0.0 0.0 0.4 0.4 0.0 0.0 
0.0 0.2 0.0 0.0 0.0 0.6000000000000001 0.0 0.0 0.2 
0.0 0.2 0.0 0.0 0.0 0.6000000000000001 0.0 0.2 0.0 
0.0 0.2 0.0 0.0 0.0 0.6000000000000001 0.2 0.0 0.0 
0.0 0.2 0.0 0.0 0.0 0.8 0.0 0.0 0.0 
0.0 0.2 0.0 0.0 0.2 0.0 0.0 0.0 0.6000000000000001 
0.0 0.2 0.0 0.0 0.2 0.0 0.0 0.2 0.4 
0.0 0.2 0.0 0.0 0.2 0.0 0.0 0.4 0.2 
0.0 0.2 0.0 0.0 0.2 0.0 0.0 0.6000000000000001 0.0 
0.0 0.2 0.0 0.0 0.2 0.0 0.2 0.0 0.4 
0.0 0.2 0.0 0.0 0.2 0.0 0.2 0.2 0.2 
0.0 0.2 0.0 0.0 0.2 0.0 0.2 0.4 0.0 
0.0 0.2 0.0 0.0 0.2 0.0 0.4 0.0 0.2 
0.0 0.2 0.0 0.0 0.2 0.0 0.4 0.2 0.0 
0.0 0.2 0.0 0.0 0.2 0.0 0.6000000000000001 0.0 0.0 
0.0 0.2 0.0 0.0 0.2 0.2 0.0 0.0 0.4 
0.0 0.2 0.0 0.0 0.2 0.2 0.0 0.2 0.2 
0.0 0.2 0.0 0.0 0.2 0.2 0.0 0.4 0.0 
0.0 0.2 0.0 0.0 0.2 0.2 0.2 0.0 0.2 
0.0 0.2 0.0 0.0 0.2 0.2 0.2 0.2 0.0 
0.0 0.2 0.0 0.0 0.2 0.2 0.4 0.0 0.0 
0.0 0.2 0.0 0.0 0.2 0.4 0.0 0.0 0.2 
0.0 0.2 0.0 0.0 0.2 0.4 0.0 0.2 0.0 
0.0 0.2 0.0 0.0 0.2 0.4 0.2 0.0 0.0 
0.0 0.2 0.0 0.0 0.2 0.6000000000000001 0.0 0.0 0.0 
0.0 0.2 0.0 0.0 0.4 0.0 0.0 0.0 0.4 
0.0 0.2 0.0 0.0 0.4 0.0 0.0 0.2 0.2 
0.0 0.2 0.0 0.0 0.4 0.0 0.0 0.4 0.0 
0.0 0.2 0.0 0.0 0.4 0.0 0.2 0.0 0.2 
0.0 0.2 0.0 0.0 0.4 0.0 0.2 0.2 0.0 
0.0 0.2 0.0 0.0 0.4 0.0 0.4 0.0 0.0 
0.0 0.2 0.0 0.0 0.4 0.2 0.0 0.0 0.2 
0.0 0.2 0.0 0.0 0.4 0.2 0.0 0.2 0.0 
0.0 0.2 0.0 0.0 0.4 0.2 0.2 0.0 0.0 
0.0 0.2 0.0 0.0 0.4 0.4 0.0 0.0 0.0 
0.0 0.2 0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.2 
0.0 0.2 0.0 0.0 0.6000000000000001 0.0 0.0 0.2 0.0 
0.0 0.2 0.0 0.0 0.6000000000000001 0.0 0.2 0.0 0.0 
0.0 0.2 0.0 0.0 0.6000000000000001 0.2 0.0 0.0 0.0 
0.0 0.2 0.0 0.0 0.8 0.0 0.0 0.0 0.0 
0.0 0.2 0.0 0.2 0.0 0.0 0.0 0.0 0.6000000000000001 
0.0 0.2 0.0 0.2 0.0 0.0 0.0 0.2 0.4 
0.0 0.2 0.0 0.2 0.0 0.0 0.0 0.4 0.2 
0.0 0.2 0.0 0.2 0.0 0.0 0.0 0.6000000000000001 0.0 
0.0 0.2 0.0 0.2 0.0 0.0 0.2 0.0 0.4 
0.0 0.2 0.0 0.2 0.0 0.0 0.2 0.2 0.2 
0.0 0.2 0.0 0.2 0.0 0.0 0.2 0.4 0.0 
0.0 0.2 0.0 0.2 0.0 0.0 0.4 0.0 0.2 
0.0 0.2 0.0 0.2 0.0 0.0 0.4 0.2 0.0 
0.0 0.2 0.0 0.2 0.0 0.0 0.6000000000000001 0.0 0.0 
0.0 0.2 0.0 0.2 0.0 0.2 0.0 0.0 0.4 
0.0 0.2 0.0 0.2 0.0 0.2 0.0 0.2 0.2 
0.0 0.2 0.0 0.2 0.0 0.2 0.0 0.4 0.0 
0.0 0.2 0.0 0.2 0.0 0.2 0.2 0.0 0.2 
0.0 0.2 0.0 0.2 0.0 0.2 0.2 0.2 0.0 
0.0 0.2 0.0 0.2 0.0 0.2 0.4 0.0 0.0 
0.0 0.2 0.0 0.2 0.0 0.4 0.0 0.0 0.2 
0.0 0.2 0.0 0.2 0.0 0.4 0.0 0.2 0.0 
0.0 0.2 0.0 0.2 0.0 0.4 0.2 0.0 0.0 
0.0 0.2 0.0 0.2 0.0 0.6000000000000001 0.0 0.0 0.0 
0.0 0.2 0.0 0.2 0.2 0.0 0.0 0.0 0.4 
0.0 0.2 0.0 0.2 0.2 0.0 0.0 0.2 0.2 
0.0 0.2 0.0 0.2 0.2 0.0 0.0 0.4 0.0 
0.0 0.2 0.0 0.2 0.2 0.0 0.2 0.0 0.2 
0.0 0.2 0.0 0.2 0.2 0.0 0.2 0.2 0.0 
0.0 0.2 0.0 0.2 0.2 0.0 0.4 0.0 0.0 
0.0 0.2 0.0 0.2 0.2 0.2 0.0 0.0 0.2 
0.0 0.2 0.0 0.2 0.2 0.2 0.0 0.2 0.0 
0.0 0.2 0.0 0.2 0.2 0.2 0.2 0.0 0.0 
0.0 0.2 0.0 0.2 0.2 0.4 0.0 0.0 0.0 
0.0 0.2 0.0 0.2 0.4 0.0 0.0 0.0 0.2 
0.0 0.2 0.0 0.2 0.4 0.0 0.0 0.2 0.0 
0.0 0.2 0.0 0.2 0.4 0.0 0.2 0.0 0.0 
0.0 0.2 0.0 0.2 0.4 0.2 0.0 0.0 0.0 
0.0 0.2 0.0 0.2 0.6000000000000001 0.0 0.0 0.0 0.0 
0.0 0.2 0.0 0.4 0.0 0.0 0.0 0.0 0.4 
0.0 0.2 0.0 0.4 0.0 0.0 0.0 0.2 0.2 
0.0 0.2 0.0 0.4 0.0 0.0 0.0 0.4 0.0 
0.0 0.2 0.0 0.4 0.0 0.0 0.2 0.0 0.2 
0.0 0.2 0.0 0.4 0.0 0.0 0.2 0.2 0.0 
0.0 0.2 0.0 0.4 0.0 0.0 0.4 0.0 0.0 
0.0 0.2 0.0 0.4 0.0 0.2 0.0 0.0 0.2 
0.0 0.2 0.0 0.4 0.0 0.2 0.0 0.2 0.0 
0.0 0.2 0.0 0.4 0.0 0.2 0.2 0.0 0.0 
0.0 0.2 0.0 0.4 0.0 0.4 0.0 0.0 0.0 
0.0 0.2 0.0 0.4 0.2 0.0 0.0 0.0 0.2 
0.0 0.2 0.0 0.4 0.2 0.0 0.0 0.2 0.0 
0.0 0.2 0.0 0.4 0.2 0.0 0.2 0.0 0.0 
0.0 0.2 0.0 0.4 0.2 0.2 0.0 0.0 0.0 
0.0 0.2 0.0 0.4 0.4 0.0 0.0 0.0 0.0 
0.0 0.2 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 0.2 
0.0 0.2 0.0 0.6000000000000001 0.0 0.0 0.0 0.2 0.0 
0.0 0.2 0.0 0.6000000000000001 0.0 0.0 0.2 0.0 0.0 
0.0 0.2 0.0 0.6000000000000001 0.0 0.2 0.0 0.0 0.0 
0.0 0.2 0.0 0.6000000000000001 0.2 0.0 0.0 0.0 0.0 
0.0 0.2 0.0 0.8 0.0 0.0 0.0 0.0 0.0 
0.0 0.2 0.2 0.0 0.0 0.0 0.0 0.0 0.6000000000000001 
0.0 0.2 0.2 0.0 0.0 0.0 0.0 0.2 0.4 
0.0 0.2 0.2 0.0 0.0 0.0 0.0 0.4 0.2 
0.0 0.2 0.2 0.0 0.0 0.0 0.0 0.6000000000000001 0.0 
0.0 0.2 0.2 0.0 0.0 0.0 0.2 0.0 0.4 
0.0 0.2 0.2 0.0 0.0 0.0 0.2 0.2 0.2 
0.0 0.2 0.2 0.0 0.0 0.0 0.2 0.4 0.0 
0.0 0.2 0.2 0.0 0.0 0.0 0.4 0.0 0.2 
0.0 0.2 0.2 0.0 0.0 0.0 0.4 0.2 0.0 
0.0 0.2 0.2 0.0 0.0 0.0 0.6000000000000001 0.0 0.0 
0.0 0.2 0.2 0.0 0.0 0.2 0.0 0.0 0.4 
0.0 0.2 0.2 0.0 0.0 0.2 0.0 0.2 0.2 
0.0 0.2 0.2 0.0 0.0 0.2 0.0 0.4 0.0 
0.0 0.2 0.2 0.0 0.0 0.2 0.2 0.0 0.2 
0.0 0.2 0.2 0.0 0.0 0.2 0.2 0.2 0.0 
0.0 0.2 0.2 0.0 0.0 0.2 0.4 0.0 0.0 
0.0 0.2 0.2 0.0 0.0 0.4 0.0 0.0 0.2 
0.0 0.2 0.2 0.0 0.0 0.4 0.0 0.2 0.0 
0.0 0.2 0.2 0.0 0.0 0.4 0.2 0.0 0.0 
0.0 0.2 0.2 0.0 0.0 0.6000000000000001 0.0 0.0 0.0 
0.0 0.2 0.2 0.0 0.2 0.0 0.0 0.0 0.4 
0.0 0.2 0.2 0.0 0.2 0.0 0.0 0.2 0.2 
0.0 0.2 0.2 0.0 0.2 0.0 0.0 0.4 0.0 
0.0 0.2 0.2 0.0 0.2 0.0 0.2 0.0 0.2 
0.0 0.2 0.2 0.0 0.2 0.0 0.2 0.2 0.0 
0.0 0.2 0.2 0.0 0.2 0.0 0.4 0.0 0.0 
0.0 0.2 0.2 0.0 0.2 0.2 0.0 0.0 0.2 
0.0 0.2 0.2 0.0 0.2 0.2 0.0 0.2 0.0 
0.0 0.2 0.2 0.0 0.2 0.2 0.2 0.0 0.0 
0.0 0.2 0.2 0.0 0.2 0.4 0.0 0.0 0.0 
0.0 0.2 0.2 0.0 0.4 0.0 0.0 0.0 0.2 
0.0 0.2 0.2 0.0 0.4 0.0 0.0 0.2 0.0 
0.0 0.2 0.2 0.0 0.4 0.0 0.2 0.0 0.0 
0.0 0.2 0.2 0.0 0.4 0.2 0.0 0.0 0.0 
0.0 0.2 0.2 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 
0.0 0.2 0.2 0.2 0.0 0.0 0.0 0.0 0.4 
0.0 0.2 0.2 0.2 0.0 0.0 0.0 0.2 0.2 
0.0 0.2 0.2 0.2 0.0 0.0 0.0 0.4 0.0 
0.0 0.2 0.2 0.2 0.0 0.0 0.2 0.0 0.2 
0.0 0.2 0.2 0.2 0.0 0.0 0.2 0.2 0.0 
0.0 0.2 0.2 0.2 0.0 0.0 0.4 0.0 0.0 
0.0 0.2 0.2 0.2 0.0 0.2 0.0 0.0 0.2 
0.0 0.2 0.2 0.2 0.0 0.2 0.0 0.2 0.0 
0.0 0.2 0.2 0.2 0.0 0.2 0.2 0.0 0.0 
0.0 0.2 0.2 0.2 0.0 0.4 0.0 0.0 0.0 
0.0 0.2 0.2 0.2 0.2 0.0 0.0 0.0 0.2 
0.0 0.2 0.2 0.2 0.2 0.0 0.0 0.2 0.0 
0.0 0.2 0.2 0.2 0.2 0.0 0.2 0.0 0.0 
0.0 0.2 0.2 0.2 0.2 0.2 0.0 0.0 0.0 
0.0 0.2 0.2 0.2 0.4 0.0 0.0 0.0 0.0 
0.0 0.2 0.2 0.4 0.0 0.0 0.0 0.0 0.2 
0.0 0.2 0.2 0.4 0.0 0.0 0.0 0.2 0.0 
0.0 0.2 0.2 0.4 0.0 0.0 0.2 0.0 0.0 
0.0 0.2 0.2 0.4 0.0 0.2 0.0 0.0 0.0 
0.0 0.2 0.2 0.4 0.2 0.0 0.0 0.0 0.0 
0.0 0.2 0.2 0.6000000000000001 0.0 0.0 0.0 0.0 0.0 
0.0 0.2 0.4 0.0 0.0 0.0 0.0 0.0 0.4 
0.0 0.2 0.4 0.0 0.0 0.0 0.0 0.2 0.2 
0.0 0.2 0.4 0.0 0.0 0.0 0.0 0.4 0.0 
0.0 0.2 0.4 0.0 0.0 0.0 0.2 0.0 0.2 
0.0 0.2 0.4 0.0 0.0 0.0 0.2 0.2 0.0 
0.0 0.2 0.4 0.0 0.0 0.0 0.4 0.0 0.0 
0.0 0.2 0.4 0.0 0.0 0.2 0.0 0.0 0.2 
0.0 0.2 0.4 0.0 0.0 0.2 0.0 0.2 0.0 
0.0 0.2 0.4 0.0 0.0 0.2 0.2 0.0 0.0 
0.0 0.2 0.4 0.0 0.0 0.4 0.0 0.0 0.0 
0.0 0.2 0.4 0.0 0.2 0.0 0.0 0.0 0.2 
0.0 0.2 0.4 0.0 0.2 0.0 0.0 0.2 0.0 
0.0 0.2 0.4 0.0 0.2 0.0 0.2 0.0 0.0 
0.0 0.2 0.4 0.0 0.2 0.2 0.0 0.0 0.0 
0.0 0.2 0.4 0.0 0.4 0.0 0.0 0.0 0.0 
0.0 0.2 0.4 0.2 0.0 0.0 0.0 0.0 0.2 
0.0 0.2 0.4 0.2 0.0 0.0 0.0 0.2 0.0 
0.0 0.2 0.4 0.2 0.0 0.0 0.2 0.0 0.0 
0.0 0.2 0.4 0.2 0.0 0.2 0.0 0.0 0.0 
0.0 0.2 0.4 0.2 0.2 0.0 0.0 0.0 0.0 
0.0 0.2 0.4 0.4 0.0 0.0 0.0 0.0 0.0 
0.0 0.2 0.6000000000000001 0.0 0.0 0.0 0.0 0.0 0.2 
0.0 0.2 0.6000000000000001 0.0 0.0 0.0 0.0 0.2 0.0 
0.0 0.2 0.6000000000000001 0.0 0.0 0.0 0.2 0.0 0.0 
0.0 0.2 0.6000000000000001 0.0 0.0 0.2 0.0 0.0 0.0 
0.0 0.2 0.6000000000000001 0.0 0.2 0.0 0.0 0.0 0.0 
0.0 0.2 0.6000000000000001 0.2 0.0 0.0 0.0 0.0 0.0 
0.0 0.2 0.8 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.6000000000000001 
0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.2 0.4 
0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.4 0.2 
0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.6000000000000001 0.0 
0.0 0.4 0.0 0.0 0.0 0.0 0.2 0.0 0.4 
0.0 0.4 0.0 0.0 0.0 0.0 0.2 0.2 0.2 
0.0 0.4 0.0 0.0 0.0 0.0 0.2 0.4 0.0 
0.0 0.4 0.0 0.0 0.0 0.0 0.4 0.0 0.2 
0.0 0.4 0.0 0.0 0.0 0.0 0.4 0.2 0.0 
0.0 0.4 0.0 0.0 0.0 0.0 0.6000000000000001 0.0 0.0 
0.0 0.4 0.0 0.0 0.0 0.2 0.0 0.0 0.4 
0.0 0.4 0.0 0.0 0.0 0.2 0.0 0.2 0.2 
0.0 0.4 0.0 0.0 0.0 0.2 0.0 0.4 0.0 
0.0 0.4 0.0 0.0 0.0 0.2 0.2 0.0 0.2 
0.0 0.4 0.0 0.0 0.0 0.2 0.2 0.2 0.0 
0.0 0.4 0.0 0.0 0.0 0.2 0.4 0.0 0.0 
0.0 0.4 0.0 0.0 0.0 0.4 0.0 0.0 0.2 
0.0 0.4 0.0 0.0 0.0 0.4 0.0 0.2 0.0 
0.0 0.4 0.0 0.0 0.0 0.4 0.2 0.0 0.0 
0.0 0.4 0.0 0.0 0.0 0.6000000000000001 0.0 0.0 0.0 
0.0 0.4 0.0 0.0 0.2 0.0 0.0 0.0 0.4 
0.0 0.4 0.0 0.0 0.2 0.0 0.0 0.2 0.2 
0.0 0.4 0.0 0.0 0.2 0.0 0.0 0.4 0.0 
0.0 0.4 0.0 0.0 0.2 0.0 0.2 0.0 0.2 
0.0 0.4 0.0 0.0 0.2 0.0 0.2 0.2 0.0 
0.0 0.4 0.0 0.0 0.2 0.0 0.4 0.0 0.0 
0.0 0.4 0.0 0.0 0.2 0.2 0.0 0.0 0.2 
0.0 0.4 0.0 0.0 0.2 0.2 0.0 0.2 0.0 
0.0 0.4 0.0 0.0 0.2 0.2 0.2 0.0 0.0 
0.0 0.4 0.0 0.0 0.2 0.4 0.0 0.0 0.0 
0.0 0.4 0.0 0.0 0.4 0.0 0.0 0.0 0.2 
0.0 0.4 0.0 0.0 0.4 0.0 0.0 0.2 0.0 
0.0 0.4 0.0 0.0 0.4 0.0 0.2 0.0 0.0 
0.0 0.4 0.0 0.0 0.4 0.2 0.0 0.0 0.0 
0.0 0.4 0.0 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 
0.0 0.4 0.0 0.2 0.0 0.0 0.0 0.0 0.4 
0.0 0.4 0.0 0.2 0.0 0.0 0.0 0.2 0.2 
0.0 0.4 0.0 0.2 0.0 0.0 0.0 0.4 0.0 
0.0 0.4 0.0 0.2 0.0 0.0 0.2 0.0 0.2 
0.0 0.4 0.0 0.2 0.0 0.0 0.2 0.2 0.0 
0.0 0.4 0.0 0.2 0.0 0.0 0.4 0.0 0.0 
0.0 0.4 0.0 0.2 0.0 0.2 0.0 0.0 0.2 
0.0 0.4 0.0 0.2 0.0 0.2 0.0 0.2 0.0 
0.0 0.4 0.0 0.2 0.0 0.2 0.2 0.0 0.0 
0.0 0.4 0.0 0.2 0.0 0.4 0.0 0.0 0.0 
0.0 0.4 0.0 0.2 0.2 0.0 0.0 0.0 0.2 
0.0 0.4 0.0 0.2 0.2 0.0 0.0 0.2 0.0 
0.0 0.4 0.0 0.2 0.2 0.0 0.2 0.0 0.0 
0.0 0.4 0.0 0.2 0.2 0.2 0.0 0.0 0.0 
0.0 0.4 0.0 0.2 0.4 0.0 0.0 0.0 0.0 
0.0 0.4 0.0 0.4 0.0 0.0 0.0 0.0 0.2 
0.0 0.4 0.0 0.4 0.0 0.0 0.0 0.2 0.0 
0.0 0.4 0.0 0.4 0.0 0.0 0.2 0.0 0.0 
0.0 0.4 0.0 0.4 0.0 0.2 0.0 0.0 0.0 
0.0 0.4 0.0 0.4 0.2 0.0 0.0 0.0 0.0 
0.0 0.4 0.0 0.6000000000000001 0.0 0.0 0.0 0.0 0.0 
0.0 0.4 0.2 0.0 0.0 0.0 0.0 0.0 0.4 
